Timestamp,Source_IP,Packet_Count,Byte_Volume_KB,Failed_Logins,Is_Anomaly
2026-06-10 02:47:53,192.168.1.101,8,165.67247779612512,0.0,0
2026-06-10 04:49:57,192.168.1.94,15,173.19796679751929,0.0,0
2026-06-10 21:15:33,192.168.1.249,17,133.95408726274525,0.0,0
2026-06-10 08:12:45,192.168.1.31,19,139.6642501391568,0.0,0
2026-06-10 01:45:44,192.168.1.26,16,170.18337004159136,0.0,0
2026-06-10 10:23:57,192.168.1.105,15,176.76604696015184,0.0,0
2026-06-10 05:55:04,192.168.1.120,12,165.7270653824078,0.0,0
2026-06-10 13:08:19,192.168.1.139,22,180.01680588479076,0.0,0
2026-06-10 07:02:52,192.168.1.227,5,118.1567933552482,0.0,0
2026-06-10 16:12:28,192.168.1.159,9,139.98560848140826,0.0,0
2026-06-10 02:21:52,192.168.1.236,23,168.03813996877727,0.0,0
2026-06-10 08:15:59,192.168.1.240,24,219.93159330415546,1.0,0
2026-06-10 17:56:59,192.168.1.185,11,186.93437732062839,0.0,0
2026-06-10 01:30:19,192.168.1.15,25,157.9185249200956,0.0,0
2026-06-10 10:51:21,192.168.1.139,12,142.9517834782078,0.0,0
2026-06-10 00:02:12,192.168.1.31,19,135.03456312219495,0.0,0
2026-06-10 15:41:03,192.168.1.78,12,194.96078870614596,0.0,0
2026-06-10 01:06:57,192.168.1.238,17,146.76936703519524,0.0,0
2026-06-10 23:47:47,192.168.1.176,10,88.42312167889834,0.0,0
2026-06-10 23:55:48,192.168.1.241,11,159.92630357836592,0.0,0
2026-06-10 20:03:21,192.168.1.34,18,151.7822919040112,0.0,0
2026-06-10 02:58:45,192.168.1.166,12,106.5998775657004,0.0,0
2026-06-10 09:55:39,192.168.1.15,19,150.19063522410443,0.0,0
2026-06-10 19:28:00,192.168.1.161,16,148.89167361563713,0.0,0
2026-06-10 22:51:03,192.168.1.221,19,118.56892324355175,0.0,0
2026-06-10 00:28:15,192.168.1.121,14,151.97771783012084,0.0,0
2026-06-10 11:48:53,192.168.1.46,22,123.45425243843597,0.0,0
2026-06-10 20:31:01,192.168.1.249,13,135.4784585331663,0.0,0
2026-06-10 22:03:42,192.168.1.149,9,163.3136660939367,0.0,0
2026-06-10 02:22:51,192.168.1.140,17,116.25808392147016,0.0,0
2026-06-10 22:38:14,192.168.1.147,10,123.49640446910684,0.0,0
2026-06-10 09:46:27,192.168.1.138,26,163.09402285605074,0.0,0
2026-06-10 13:08:24,192.168.1.94,14,144.99974299699082,0.0,0
2026-06-10 06:16:28,192.168.1.123,15,180.51633435872466,0.0,0
2026-06-10 09:57:43,192.168.1.177,12,138.6277256401793,0.0,0
2026-06-10 22:45:38,192.168.1.43,9,162.67669884038972,0.0,0
2026-06-10 17:13:41,192.168.1.114,21,182.41019423861542,0.0,0
2026-06-10 15:42:06,192.168.1.190,18,133.16858951112343,0.0,0
2026-06-10 18:47:29,192.168.1.92,24,126.3557937117107,0.0,0
2026-06-10 18:16:16,192.168.1.202,12,138.2227650328091,0.0,0
2026-06-10 13:40:41,192.168.1.45,11,161.91830193096072,0.0,0
2026-06-10 12:59:14,192.168.1.52,21,144.2014064179858,0.0,0
2026-06-10 11:26:38,192.168.1.207,20,183.63814770548728,0.0,0
2026-06-10 01:56:19,192.168.1.188,14,168.43301238434324,1.0,0
2026-06-10 16:20:47,192.168.1.209,13,196.6758045269502,0.0,0
2026-06-10 18:12:32,192.168.1.203,16,139.50849797821928,0.0,0
2026-06-10 19:22:48,192.168.1.132,15,147.72136537246516,1.0,0
2026-06-10 02:57:07,192.168.1.244,20,130.00643545700373,0.0,0
2026-06-10 07:06:36,192.168.1.144,12,154.7442760073556,0.0,0
2026-06-10 03:54:20,192.168.1.236,16,157.67471909507788,0.0,0
2026-06-10 11:57:32,192.168.1.94,14,133.6867061224722,0.0,0
2026-06-10 08:04:47,192.168.1.133,11,191.0651912817901,0.0,0
2026-06-10 06:54:06,192.168.1.153,13,129.23295695013485,0.0,0
2026-06-10 10:30:41,192.168.1.251,10,82.99917255343904,0.0,0
2026-06-10 10:04:18,192.168.1.141,12,127.1473538209441,0.0,0
2026-06-10 12:44:13,192.168.1.91,16,163.23343998899983,0.0,0
2026-06-10 07:35:23,192.168.1.169,15,148.17235750524955,0.0,0
2026-06-10 10:30:04,192.168.1.130,15,169.52021879799014,0.0,0
2026-06-10 00:08:46,192.168.1.33,13,159.50705364447086,0.0,0
2026-06-10 22:36:24,192.168.1.229,19,147.5131846911879,0.0,0
2026-06-10 16:13:28,192.168.1.63,12,186.87678323051887,1.0,0
2026-06-10 06:00:44,192.168.1.230,6,165.89059672246114,0.0,0
2026-06-10 08:35:30,192.168.1.157,12,136.68866262796453,0.0,0
2026-06-10 12:23:58,192.168.1.243,17,140.9595658983936,0.0,0
2026-06-10 06:34:08,192.168.1.198,19,142.27379617358076,0.0,0
2026-06-10 18:48:48,192.168.1.169,19,181.12915816305858,0.0,0
2026-06-10 18:43:41,192.168.1.232,21,138.62931371939402,0.0,0
2026-06-10 09:40:12,192.168.1.208,11,118.04657175548554,0.0,0
2026-06-10 17:26:25,192.168.1.252,19,211.46020301404928,0.0,0
2026-06-10 14:50:42,192.168.1.12,12,114.25225395852956,0.0,0
2026-06-10 08:27:11,192.168.1.53,16,191.65721924215848,0.0,0
2026-06-10 18:12:25,192.168.1.6,15,154.73482301373596,0.0,0
2026-06-10 04:07:35,192.168.1.76,9,145.92664997542354,0.0,0
2026-06-10 01:53:16,192.168.1.23,12,212.5996361194961,0.0,0
2026-06-10 13:50:53,192.168.1.188,16,155.09414295405324,0.0,0
2026-06-10 09:48:18,192.168.1.244,10,185.9889969261617,0.0,0
2026-06-10 14:25:25,192.168.1.123,17,144.0991539101448,1.0,0
2026-06-10 07:02:18,192.168.1.152,14,119.82802194334269,0.0,0
2026-06-10 15:58:25,192.168.1.229,16,140.88374094021032,0.0,0
2026-06-10 01:47:38,192.168.1.127,16,161.70747482322014,0.0,0
2026-06-10 15:22:35,192.168.1.140,16,186.65728901952988,0.0,0
2026-06-10 17:12:14,192.168.1.188,26,123.05605130463641,0.0,0
2026-06-10 20:21:34,192.168.1.248,19,175.8493109013489,0.0,0
2026-06-10 09:07:08,192.168.1.246,19,169.70734135182622,0.0,0
2026-06-10 09:37:15,192.168.1.41,17,155.24956398242864,0.0,0
2026-06-10 04:51:48,192.168.1.222,14,116.6506487681073,0.0,0
2026-06-10 13:54:45,192.168.1.28,14,176.5824333567632,0.0,0
2026-06-10 04:42:57,192.168.1.245,15,169.31861935202824,0.0,0
2026-06-10 22:26:58,192.168.1.239,20,123.28032582843815,0.0,0
2026-06-10 01:55:37,192.168.1.112,17,218.25401808810182,0.0,0
2026-06-10 05:19:09,192.168.1.189,14,168.41707476897335,0.0,0
2026-06-10 23:48:27,192.168.1.144,15,142.8311174395266,0.0,0
2026-06-10 06:39:14,192.168.1.249,10,210.41820694661203,0.0,0
2026-06-10 00:41:26,192.168.1.90,10,208.00569518603444,0.0,0
2026-06-10 09:57:31,192.168.1.155,19,183.78094380439856,0.0,0
2026-06-10 01:52:52,192.168.1.59,19,161.0524526166368,0.0,0
2026-06-10 21:57:44,192.168.1.74,12,180.74951166115898,0.0,0
2026-06-10 23:07:35,192.168.1.171,14,131.9633546759968,0.0,0
2026-06-10 08:21:03,192.168.1.3,12,137.51371245719486,0.0,0
2026-06-10 11:03:52,192.168.1.87,13,164.52569712255428,0.0,0
2026-06-10 09:34:30,192.168.1.74,16,172.7159021247558,0.0,0
2026-06-10 23:07:12,192.168.1.24,11,143.5984282149648,0.0,0
2026-06-10 00:13:06,192.168.1.247,13,180.24433708160836,0.0,0
2026-06-10 10:41:07,192.168.1.155,28,106.03754114486965,0.0,0
2026-06-10 19:45:16,192.168.1.89,20,154.341432579362,0.0,0
2026-06-10 01:06:27,192.168.1.72,7,177.99101788172214,0.0,0
2026-06-10 00:41:01,192.168.1.238,12,154.3524406601817,0.0,0
2026-06-10 14:19:38,192.168.1.12,15,143.55753062507839,1.0,0
2026-06-10 01:32:22,192.168.1.16,8,131.3227539060764,0.0,0
2026-06-10 12:34:01,192.168.1.77,13,155.32158898996852,0.0,0
2026-06-10 09:01:07,192.168.1.225,16,191.59131761860095,0.0,0
2026-06-10 00:16:56,192.168.1.233,14,122.79172267361872,0.0,0
2026-06-10 19:57:13,192.168.1.163,21,140.37642491155162,0.0,0
2026-06-10 04:14:42,192.168.1.145,11,109.93391728226858,0.0,0
2026-06-10 10:08:06,192.168.1.58,19,159.59244405634718,0.0,0
2026-06-10 03:19:44,192.168.1.198,12,188.517309530623,0.0,0
2026-06-10 17:25:09,192.168.1.197,17,107.4961989883582,0.0,0
2026-06-10 05:27:45,192.168.1.72,18,145.8214473413091,0.0,0
2026-06-10 20:52:59,192.168.1.44,9,185.74578683039263,0.0,0
2026-06-10 01:39:09,192.168.1.179,21,126.1861872716247,0.0,0
2026-06-10 00:23:21,192.168.1.196,27,146.35935385843558,0.0,0
2026-06-10 21:24:12,192.168.1.60,12,197.69097592360166,0.0,0
2026-06-10 17:37:17,192.168.1.130,12,146.5293207818979,0.0,0
2026-06-10 15:17:49,192.168.1.249,16,128.58765824930896,1.0,0
2026-06-10 12:34:36,192.168.1.193,12,136.95348596841993,0.0,0
2026-06-10 14:22:07,192.168.1.220,14,146.8643084890099,0.0,0
2026-06-10 10:01:56,192.168.1.72,14,163.8307523985871,0.0,0
2026-06-10 14:31:09,192.168.1.81,9,166.2662856156711,0.0,0
2026-06-10 23:10:57,192.168.1.38,23,147.27625262544962,0.0,0
2026-06-10 04:16:12,192.168.1.150,18,120.0551526087233,0.0,0
2026-06-10 23:13:03,192.168.1.154,19,113.73652944425112,0.0,0
2026-06-10 17:00:56,192.168.1.222,13,143.1961299847758,0.0,0
2026-06-10 16:17:25,192.168.1.2,20,112.18550844011182,0.0,0
2026-06-10 21:32:14,192.168.1.210,20,142.8101853745586,0.0,0
2026-06-10 11:56:56,192.168.1.41,13,144.45990929350975,0.0,0
2026-06-10 23:16:47,192.168.1.211,13,148.75218929619513,0.0,0
2026-06-10 11:02:32,192.168.1.207,12,147.964081210438,0.0,0
2026-06-10 18:14:57,192.168.1.68,11,159.07478133601046,0.0,0
2026-06-10 23:28:34,192.168.1.115,25,146.96453108019,0.0,0
2026-06-10 22:06:18,192.168.1.237,17,131.86811355084802,0.0,0
2026-06-10 00:18:54,192.168.1.23,17,163.3249112351879,0.0,0
2026-06-10 00:43:17,192.168.1.16,12,120.52740387398671,0.0,0
